date,day_of_week,meal_type,is_exam_period,active_leaves,current_occupancy,actual_count,prep_count,waste_kg
2026-08-24,Monday,Dinner,0,18,482,432,481,17.1
2026-08-25,Tuesday,Breakfast,0,2,498,401,460,20.6
2026-08-25,Tuesday,Lunch,0,2,498,447,479,11.2
2026-08-25,Tuesday,Dinner,0,2,498,446,477,10.8
2026-08-26,Wednesday,Breakfast,0,12,488,397,431,11.9
2026-08-26,Wednesday,Lunch,0,12,488,428,490,21.7
2026-08-26,Wednesday,Dinner,0,12,488,450,480,10.5
2026-08-27,Thursday,Breakfast,0,14,486,403,454,17.8
2026-08-27,Thursday,Lunch,0,14,486,432,480,16.8
2026-08-27,Thursday,Dinner,0,14,486,443,470,9.4
2026-08-28,Friday,Breakfast,0,19,481,399,438,13.6
2026-08-28,Friday,Lunch,0,19,481,416,445,10.1
2026-08-28,Friday,Dinner,0,19,481,450,494,15.4
2026-08-29,Saturday,Breakfast,0,40,460,259,278,6.6
2026-08-29,Saturday,Lunch,0,40,460,324,354,10.5
2026-08-29,Saturday,Dinner,0,40,460,308,323,5.2
2026-08-30,Sunday,Breakfast,0,38,462,261,286,8.8
2026-08-30,Sunday,Lunch,0,38,462,316,353,12.9
2026-08-30,Sunday,Dinner,0,38,462,307,348,14.3
2026-08-31,Monday,Breakfast,0,6,494,404,433,10.1
2026-08-31,Monday,Lunch,0,6,494,458,513,19.2
2026-08-31,Monday,Dinner,0,6,494,444,491,16.4
2026-09-01,Tuesday,Breakfast,0,6,494,405,439,11.9
2026-09-01,Tuesday,Lunch,0,6,494,424,469,15.7
2026-09-01,Tuesday,Dinner,0,6,494,441,493,18.2
2026-09-02,Wednesday,Breakfast,0,8,492,409,436,9.4
2026-09-02,Wednesday,Lunch,0,8,492,435,487,18.2
2026-09-02,Wednesday,Dinner,0,8,492,434,457,8.0
2026-09-03,Thursday,Breakfast,0,22,478,395,449,18.9
2026-09-03,Thursday,Lunch,0,22,478,429,465,12.6
2026-09-03,Thursday,Dinner,0,22,478,436,493,19.9
2026-09-04,Friday,Breakfast,0,19,481,396,433,12.9
2026-09-04,Friday,Lunch,0,19,481,427,479,18.2
2026-09-04,Friday,Dinner,0,19,481,454,480,9.1
2026-09-05,Saturday,Breakfast,0,33,467,265,299,11.9
2026-09-05,Saturday,Lunch,0,33,467,335,370,12.2
2026-09-05,Saturday,Dinner,0,33,467,324,363,13.6
2026-09-06,Sunday,Breakfast,0,40,460,268,286,6.3
2026-09-06,Sunday,Lunch,0,40,460,326,343,5.9
2026-09-06,Sunday,Dinner,0,40,460,301,323,7.7
2026-09-07,Monday,Breakfast,0,18,482,394,442,16.8
2026-09-07,Monday,Lunch,0,18,482,419,454,12.2
2026-09-07,Monday,Dinner,0,18,482,449,488,13.6
2026-09-08,Tuesday,Breakfast,0,13,487,409,447,13.3
2026-09-08,Tuesday,Lunch,0,13,487,427,485,20.3
2026-09-08,Tuesday,Dinner,0,13,487,456,519,22.0
2026-09-09,Wednesday,Breakfast,0,2,498,402,445,15.0
2026-09-09,Wednesday,Lunch,0,2,498,453,508,19.2
2026-09-09,Wednesday,Dinner,0,2,498,462,491,10.1
2026-09-10,Thursday,Breakfast,1,14,486,425,453,9.8
2026-09-10,Thursday,Lunch,1,14,486,455,500,15.7
2026-09-10,Thursday,Dinner,1,14,486,458,492,11.9
2026-09-11,Friday,Breakfast,1,11,489,436,480,15.4
2026-09-11,Friday,Lunch,1,11,489,466,496,10.5
2026-09-11,Friday,Dinner,1,11,489,447,486,13.6
2026-09-12,Saturday,Breakfast,1,32,468,306,344,13.3
2026-09-12,Saturday,Lunch,1,32,468,344,363,6.6
2026-09-12,Saturday,Dinner,1,32,468,324,345,7.3
2026-09-13,Sunday,Breakfast,1,27,473,300,339,13.6
2026-09-13,Sunday,Lunch,1,27,473,348,386,13.3
2026-09-13,Sunday,Dinner,1,27,473,326,365,13.6
2026-09-14,Monday,Breakfast,1,9,491,423,445,7.7
2026-09-14,Monday,Lunch,1,9,491,465,510,15.7
2026-09-14,Monday,Dinner,1,9,491,478,542,22.4
2026-09-15,Tuesday,Breakfast,1,14,486,435,494,20.6
2026-09-15,Tuesday,Lunch,1,14,486,449,483,11.9
2026-09-15,Tuesday,Dinner,1,14,486,459,484,8.8
2026-09-16,Wednesday,Breakfast,1,16,484,421,443,7.7
2026-09-16,Wednesday,Lunch,1,16,484,448,512,22.4
2026-09-16,Wednesday,Dinner,1,16,484,449,485,12.6
2026-09-17,Thursday,Breakfast,1,8,492,428,455,9.4
2026-09-17,Thursday,Lunch,1,8,492,466,510,15.4
2026-09-17,Thursday,Dinner,1,8,492,470,517,16.4
2026-09-18,Friday,Breakfast,1,24,476,412,438,9.1
2026-09-18,Friday,Lunch,1,24,476,433,483,17.5
2026-09-18,Friday,Dinner,1,24,476,458,525,23.4
2026-09-19,Saturday,Breakfast,1,41,459,282,308,9.1
2026-09-19,Saturday,Lunch,1,41,459,351,392,14.3
2026-09-19,Saturday,Dinner,1,41,459,323,366,15.0
2026-09-20,Sunday,Breakfast,1,40,460,293,322,10.1
2026-09-20,Sunday,Lunch,1,40,460,363,401,13.3
2026-09-20,Sunday,Dinner,1,40,460,325,342,5.9
2026-09-21,Monday,Breakfast,1,13,487,428,478,17.5
2026-09-21,Monday,Lunch,1,13,487,459,500,14.3
2026-09-21,Monday,Dinner,1,13,487,451,502,17.8
2026-09-22,Tuesday,Breakfast,0,13,487,391,449,20.3
2026-09-22,Tuesday,Lunch,0,13,487,438,494,19.6
2026-09-22,Tuesday,Dinner,0,13,487,435,481,16.1
2026-09-23,Wednesday,Breakfast,0,15,485,401,437,12.6
2026-09-23,Wednesday,Lunch,0,15,485,438,495,19.9
2026-09-23,Wednesday,Dinner,0,15,485,424,477,18.5
2026-09-24,Thursday,Breakfast,0,10,490,415,469,18.9
2026-09-24,Thursday,Lunch,0,10,490,432,453,7.3
2026-09-24,Thursday,Dinner,0,10,490,430,465,12.2
2026-09-25,Friday,Breakfast,0,4,496,390,436,16.1
2026-09-25,Friday,Lunch,0,4,496,426,457,10.8
2026-09-25,Friday,Dinner,0,4,496,424,461,12.9
